CODE,TITLE,TERM,CAREER,DELIVERY,STUDENT,TEACHER
ENGN0039,Course ENGN0039,Winter,Postgraduate,Blended,u0000604 u0001985 u0000651 u0000839 u0000512 u0001069 u0001464 u0001979 u0000876 u0001010 u0001297 u0001284 u0001179 u0000107 u0001637 u0000954 u0000741 u0001535 u0001065 u0001568 u0001256 u0001039 u0000961 u0001647 u0001879 u0001998 u0001260 u0001500 u0001671 u0000694 u0000364 u0001100 u0001281 u0000284 u0000101 u0001830 u0001066 u0001006 u0001354 u0000128 u0000446 u0000419 u0001251 u0001028 u0000032 u0001044 u0000797 u0001840 u0001476 u0000869 u0000776 u0001715 u0000972 u0001747 u0000740 u0000646 u0000812 u0001276 u0001853 u0000353 u0001275 u0000161 u0001687 u0000594 u0000952 u0001435 u0001062 u0000838 u0001760 u0000359 u0000675 u0000669 u0001373 u0000777 u0000109 u0000430 u0000064 u0001683 u0000399 u0000731 u0000303 u0000942 u0001459 u0000680 u0001732 u0001072 u0000891 u0000071 u0001084,u0002039
HIST0040,Course HIST0040,Semester 2,Postgraduate,Online,u0001277 u0000879 u0000710 u0001273 u0001455 u0001351 u0001931 u0000207 u0000932 u0001784 u0001041 u0001645 u0000577 u0000289 u0001465 u0001870 u0001485 u0001262 u0000808 u0000690 u0001372 u0000011 u0000135 u0000836 u0000017 u0001083 u0001965 u0000287 u0000035 u0000120 u0000075 u0001117 u0000878 u0000663 u0000780 u0000505 u0001201 u0001327 u0001421 u0001303 u0001249 u0001124 u0001863 u0000984 u0000541 u0001128 u0000313 u0001573 u0000433 u0001252 u0001853 u0001337 u0001386 u0001150 u0001980 u0001884 u0000589 u0000001 u0001738 u0001227 u0001113 u0001856 u0000805 u0001945 u0000648 u0000858 u0000290 u0001440 u0000060 u0000940 u0001565 u0000318 u0000062 u0001024 u0000973 u0001482,u0002040
CHEM0041,Course CHEM0041,Winter,Undergraduate,Blended,u0001021 u0000906 u0001990 u0001607 u0001784 u0001822 u0001946 u0001603 u0000833 u0001817 u0001928 u0000462 u0000864 u0001477 u0001419 u0001000 u0000471 u0000869 u0001540 u0001549 u0001655 u0001900 u0000505 u0000280 u0000253 u0001284 u0000100 u0000418 u0001694 u0000933 u0001853 u0001648 u0001333 u0000654 u0001517 u0000969 u0000428 u0000533 u0000671 u0000279 u0000119 u0001112 u0000102 u0001146 u0000602 u0001362 u0000916 u0001849 u0000055 u0000268,u0002041
COMP0042,Course COMP0042,Winter,Undergraduate,Online,u0001294 u0001607 u0001235 u0001639 u0000468 u0001239 u0001925 u0001873 u0001326 u0001606 u0001061 u0001047 u0000464 u0001427 u0000287 u0001001 u0000445 u0001526 u0001287 u0000523 u0001312 u0001100 u0001508 u0000919 u0001004 u0001191 u0001298 u0001058 u0000954 u0000237 u0000416 u0001753 u0000748 u0001076 u0001279 u0001719 u0000187,u0002042
HIST0043,Course HIST0043,Semester 2,Postgraduate,On Campus,u0001420 u0000343 u0001654 u0000757 u0001607 u0001639 u0000397 u0000097 u0001385 u0001159 u0000526 u0001930 u0000481 u0001768 u0000823 u0001552 u0000560 u0001841 u0000510 u0001509 u0000709 u0000014 u0000623 u0001659 u0000837 u0001742 u0000584 u0000296 u0001752 u0001979 u0001739 u0001411 u0001495 u0001498 u0001001 u0000431 u0001520 u0001589 u0001530 u0000402 u0001190 u0001246 u0000810 u0000277 u0000970 u0000433 u0000351 u0000227 u0001972 u0001331 u0001884 u0000447 u0001426 u0001298 u0000942 u0001206 u0001914 u0000279 u0001824 u0000773 u0000572 u0000472 u0001024 u0000379 u0000338,u0002043
PHYS0044,Course PHYS0044,Spring,Undergraduate,Online,u0001420 u0001607 u0000097 u0000483 u0001145 u0001397 u0001238 u0000081 u0001772 u0001381 u0001152 u0000898 u0000489 u0001501 u0000688 u0000511 u0000042 u0001683 u0001170 u0000083 u0001115 u0001217 u0000018 u0000564 u0000851 u0001534 u0001082 u0000072 u0001318 u0001453 u0001228 u0000323 u0001517 u0000427 u0000545 u0001533 u0000619 u0001205 u0000087 u0000419 u0001601 u0001432 u0000401,u0002044
BIOL0045,Course BIOL0045,Semester 2,Undergraduate,Online,u0001505 u0001308 u0001985 u0000691 u0000718 u0000477 u0001469 u0000395 u0001584 u0001278 u0000803 u0001079 u0001007 u0000426 u0000526 u0001159 u0000814 u0001216 u0000956 u0000480 u0001394 u0001381 u0001993 u0000998 u0000244 u0000784 u0000676 u0000571 u0001130 u0000221 u0001138 u0000439 u0000496 u0000709 u0001025 u0000835 u0000889 u0000618 u0000579 u0000888 u0000445 u0001110 u0001102 u0001245 u0001816 u0001297 u0000521 u0001327 u0001944 u0001717 u0001481 u0001619 u0001045 u0001063 u0001788 u0001947 u0001068 u0001417 u0000078 u0001137 u0000976 u0000725 u0001940 u0000548 u0001652 u0001349 u0001162 u0001503 u0000367 u0000009 u0000026 u0001745 u0000212 u0001024 u0001557 u0001653,u0002045
MGMT0046,Course MGMT0046,Semester 1,Postgraduate,On Campus,u0001609 u0001319 u0001505 u0000317 u0001976 u0001186 u0000479 u0001023 u0001603 u0000797 u0000677 u0001507 u0000480 u0001872 u0001998 u0001131 u0000514 u0001660 u0000061 u0001513 u0001223 u0001500 u0000848 u0000287 u0001828 u0001257 u0001427 u0000429 u0001038 u0000453 u0000945 u0000010 u0001245 u0001937 u0000190 u0000894 u0001900 u0000843 u0000824 u0000286 u0001819 u0000712 u0001619 u0001246 u0001440 u0001612 u0000223 u0000451 u0001953 u0000950 u0001480 u0000044 u0000459 u0000925 u0001316 u0000702 u0000362 u0000309 u0000551 u0001404 u0001076 u0000509 u0000761 u0001473 u0001134 u0001933 u0001763 u0000659 u0001601 u0001339 u0001362 u0000971 u0000897 u0000056 u0001910,u0002046
CBEA0047,Course CBEA0047,Autumn,Undergraduate,On Campus,u0000458 u0001891 u0000987 u0001373 u0000995 u0001214 u0001872 u0000775 u0001057 u0000997 u0000700 u0000153 u0001545 u0000595 u0000507 u0000584 u0001221 u0000972 u0001070 u0001172 u0000966 u0000646 u0002001 u0000171 u0001788 u0001943 u0001656 u0001567 u0001094 u0001911 u0001665 u0000383 u0000654 u0000942 u0001558 u0001459 u0001271 u0000545 u0001836 u0000758 u0000424 u0001135 u0001251 u0000034 u0000602,u0002047
HIST0048,Course HIST0048,Semester 2,Undergraduate,Blended,u0001626 u0001791 u0001950 u0000791 u0001515 u0001548 u0001282 u0001638 u0001983 u0001549 u0001376 u0000485 u0000132 u0000712 u0000043 u0001258 u0000781 u0001842 u0001173 u0001654 u0000302 u0001401 u0001686 u0000676 u0000144 u0000463 u0001430 u0000579 u0000364 u0001975 u0000678 u0001909 u0001803 u0000120 u0000488 u0001354 u0000423 u0001227 u0000006 u0001537 u0000310 u0001756 u0001623 u0001475 u0000056 u0001274 u0000333 u0000167 u0001385 u0000787 u0000560 u0001660 u0000898 u0000835 u0000595 u0001200 u0000186 u0000028 u0001051 u0000798 u0001171 u0000371 u0000740 u0000253 u0000753 u0001871 u0000315 u0001386 u0000218 u0000919 u0000005 u0001298 u0001167 u0001506 u0001288 u0000007 u0000967 u0000578 u0001488 u0001478 u0001213 u0000354 u0001346 u0001381 u0000084 u0001104 u0000202 u0001939 u0000075 u0000785 u0001318 u0001063 u0000637 u0001460 u0001442 u0001459 u0000432 u0000071 u0000729,u0002048
MGMT0049,Course MGMT0049,Autumn,Postgraduate,On Campus,u0000141 u0001414 u0000405 u0000816 u0000626 u0000235 u0001650 u0000915 u0000825 u0001612 u0001337 u0000653 u0001040 u0000832 u0000545 u0001535 u0000422 u0000897 u0001423 u0000608 u0001194 u0001401 u0000243 u0001047 u0001493 u0001562 u0000216 u0001254 u0001702 u0001245 u0001688 u0001666 u0001142 u0001830 u0001537 u0000901 u0000671 u0000297 u0001960 u0001186 u0001580 u0000999 u0001296 u0000483 u0001888 u0001441 u0000480 u0000041 u0000047 u0001660 u0001606 u0001188 u0000817 u0001490 u0000074 u0001427 u0000935 u0001986 u0000927 u0000812 u0000232 u0001348 u0000970 u0001762 u0001834 u0001905 u0001542 u0000155 u0000562 u0001435 u0001062 u0001457 u0001631 u0001760 u0001770 u0001771 u0000895 u0000658 u0000566 u0000569 u0001635 u0001939 u0002000 u0000323 u0000360 u0001901 u0000427 u0001951 u0001519 u0000744 u0000554 u0001489,u0002049
BUSN0050,Course BUSN0050,Autumn,Undergraduate,Online,u0001546 u0000549 u0000953 u0000409 u0000054 u0000932 u0000414 u0001035 u0001916 u0000529 u0000176 u0000546 u0000517 u0001203 u0001500 u0000134 u0001696 u0000806 u0001117 u0000133 u0001115 u0001190 u0001564 u0000544 u0000715 u0000637 u0000642 u0001958 u0001392 u0000220 u0000125 u0001537 u0000421 u0000551 u0001725 u0001071 u0001608 u0000670 u0001560 u0001212,u0002050
CHEM0051,Course CHEM0051,Winter,Undergraduate,On Campus,u0001882 u0000534 u0000245 u0001776 u0000468 u0000302 u0001736 u0001925 u0000426 u0000188 u0000257 u0000195 u0000861 u0000168 u0000991 u0000815 u0000039 u0001650 u0000624 u0000579 u0001967 u0000661 u0001647 u0000849 u0000521 u0000273 u0001539 u0000206 u0001034 u0001452 u0000251 u0000131 u0000874 u0000227 u0000321 u0001460 u0001333 u0000499 u0001988 u0000545 u0000611 u0001256 u0001712 u0001519 u0000790 u0001466 u0001324 u0001336,u0002051
LAWS0052,Course LAWS0052,Semester 2,Undergraduate,On Campus,u0001319 u0000151 u0001791 u0000963 u0001930 u0001825 u0001800 u0000839 u0000121 u0001520 u0000132 u0000984 u0000418 u0000251 u0000819 u0000223 u0001878 u0001132 u0001065 u0001205 u0000059 u0000138 u0001769 u0000473 u0000529 u0001223 u0000622 u0000692 u0000694 u0000246 u0000065 u0000271 u0000857 u0001529 u0001060 u0000679 u0001642 u0001420 u0000771 u0001299 u0000999 u0000230 u0000388 u0001052 u0000253 u0000200 u0000447 u0000353 u0000049 u0000155 u0000055 u0001700 u0000470 u0000332 u0001771 u0001646 u0000283 u0000108 u0001436 u0000365 u0000430 u0000520 u0000855 u0001240 u0001241 u0000939 u0002001 u0000357 u0001749 u0001558 u0001714 u0001806 u0001987 u0000920 u0000891 u0000279 u0001519 u0001824 u0001433 u0001210,u0002052
HIST0053,Course HIST0053,Autumn,Postgraduate,Blended,u0001845 u0000612 u0001278 u0000070 u0000550 u0000814 u0001496 u0000288 u0000465 u0001726 u0000149 u0000660 u0001372 u0000687 u0001447 u0001766 u0001168 u0000002 u0001304 u0001359 u0001406 u0001902 u0001932 u0001803 u0000933 u0001066 u0000123 u0001004 u0001978 u0001854 u0001098 u0000959 u0001317 u0000827 u0001973 u0000137 u0000346 u0000640 u0001097,u0002053
ENGN0054,Course ENGN0054,Summer,Undergraduate,Blended,u0001845 u0001311 u0001546 u0001423 u0001926 u0000068 u0000189 u0001892 u0000928 u0001346 u0000174 u0000582 u0000430 u0000837 u0000889 u0000570 u0001106 u0000624 u0000042 u0000520 u0001115 u0001484 u0000742 u0000300 u0001410 u0000391 u0001564 u0001801 u0000078 u0000415 u0000107 u0001002 u0000925 u0000080 u0000398 u0000545 u0000832 u0000792 u0000337 u0001951 u0001941 u0001570 u0000140 u0000666 u0000347 u0000960 u0001553 u0000259,u0002054
BUSN0055,Course BUSN0055,Semester 2,Undergraduate,Online,u0000809 u0000160 u0000191 u0001033 u0001960 u0000787 u0001230 u0001238 u0001582 u0001467 u0000443 u0000144 u0000176 u0000439 u0001605 u0000464 u0000624 u0001430 u0001742 u0000324 u0000905 u0001376 u0001937 u0000199 u0001844 u0000678 u0000975 u0001887 u0001730 u0000933 u0000630 u0001972 u0000413 u0001412 u0001723 u0001058 u0000788 u0000940 u0000527 u0001393 u0001941 u0001251 u0001196 u0000773 u0000562 u0000164 u0000192 u0001193,u0002055
MGMT0056,Course MGMT0056,Spring,Postgraduate,Online,u0001173 u0000027 u0000722 u0001748 u0001586 u0000951 u0001879 u0001351 u0001771 u0001299 u0000070 u0001528 u0000345 u0001961 u0000626 u0000995 u0000135 u0000784 u0000774 u0001061 u0000122 u0001221 u0001899 u0001759 u0001510 u0001010 u0001617 u0000542 u0000896 u0000425 u0000364 u0001775 u0001340 u0001675 u0000749 u0000874 u0000227 u0000331 u0000415 u0001787 u0000759 u0000737 u0001075 u0001802 u0001443 u0001039 u0001425 u0000616 u0001745 u0000164 u0000393,u0002056
ENGN0057,Course ENGN0057,Semester 2,Postgraduate,Online,u0000604 u0001183 u0000987 u0000868 u0001767 u0001750 u0001993 u0001503 u0000909 u0000821 u0000512 u0001979 u0001913 u0000733 u0001010 u0000652 u0001860 u0001534 u0000819 u0001258 u0000883 u0001602 u0001593 u0001423 u0000397 u0000786 u0001456 u0000833 u0000696 u0000011 u0001260 u0001605 u0001500 u0001874 u0000282 u0001038 u0000692 u0000236 u0001128 u0001604 u0000040 u0001527 u0001719 u0001450 u0000316 u0001403 u0001439 u0001385 u0000307 u0001888 u0000835 u0000768 u0000606 u0000661 u0000565 u0001322 u0001566 u0000312 u0001234 u0000894 u0000402 u0000198 u0000701 u0000541 u0001611 u0000049 u0001762 u0001945 u0001074 u0000783 u0000952 u0001432 u0000029 u0001784 u0001646 u0000352 u0000603 u0001502 u0001328 u0000852 u0001701 u0000914 u0001793 u0000887 u0001859 u0000875 u0000863 u0001678 u0000959 u0001072 u0000071 u0000293 u0000744 u0001105 u0000555 u0000268,u0002057
BIOL0058,Course BIOL0058,Spring,Undergraduate,Online,u0000549 u0001770 u0001743 u0001225 u0001456 u0000373 u0001022 u0001159 u0001035 u0000922 u0001214 u0001485 u0000267 u0001720 u0000011 u0000617 u0002000 u0001524 u0000425 u0000655 u0000200 u0001027 u0000767 u0001851 u0001331 u0001802 u0000782 u0000504 u0000095 u0000213 u0001015 u0001105 u0000114,u0002058
BUSN0059,Course BUSN0059,Spring,Postgraduate,Blended,u0000936 u0001918 u0000669 u0000435 u0000456 u0000807 u0001197 u0000249 u0000997 u0000567 u0001744 u0001391 u0000507 u0001089 u0000817 u0001874 u0000622 u0000785 u0001846 u0001975 u0001695 u0000206 u0001819 u0001962 u0000101 u0001958 u0001995 u0001940 u0000994 u0001711 u0001856 u0001678 u0000079 u0001443 u0000067 u0001823 u0000424 u0000295 u0000239 u0001704 u0000730 u0000971 u0000208 u0000562 u0000736,u0002059
CHEM0060,Course CHEM0060,Semester 2,Undergraduate,On Campus,u0001571 u0000305 u0000578 u0000501 u0000262 u0000283 u0001194 u0000947 u0000529 u0001000 u0001605 u0000606 u0000644 u0001280 u0001323 u0000134 u0000381 u0001357 u0000977 u0000402 u0000232 u0001534 u0000390 u0000294 u0000090 u0001263 u0000418 u0000258 u0000107 u0001285 u0000001 u0000942 u0000499 u0000576 u0001377 u0000863 u0000025 u0000099 u0001565 u0000827 u0001527 u0001570 u0001598 u0000730 u0001362 u0000751 u0000062 u0000647 u0001211,u0002060
PHYS0061,Course PHYS0061,Autumn,Undergraduate,Blended,u0000332 u0000526 u0000152 u0001536 u0000041 u0001993 u0001152 u0001326 u0001850 u0000420 u0001737 u0000382 u0001390 u0000516 u0000461 u0001838 u0000711 u0000924 u0001459 u0000309 u0001204 u0000015 u0000877 u0001433,u0002061
CHEM0062,Course CHEM0062,Summer,Postgraduate,Blended,u0001021 u0000943 u0000862 u0000600 u0001073 u0000033 u0000803 u0000816 u0000922 u0001674 u0000823 u0000209 u0000808 u0000871 u0000613 u0001509 u0000238 u0001474 u0000019 u0001391 u0000512 u0000905 u0001038 u0000094 u0001359 u0001340 u0001667 u0000132 u0001082 u0000351 u0001218 u0000482 u0000331 u0000719 u0001978 u0001155 u0000455 u0001113 u0000256 u0001454 u0000856 u0001309 u0001964,u0002062
ENGN0063,Course ENGN0063,Winter,Postgraduate,Blended,u0000604 u0001014 u0001990 u0001389 u0000590 u0000350 u0001133 u0001035 u0000145 u0001057 u0000440 u0000697 u0000051 u0001175 u0000981 u0000780 u0000093 u0000992 u0001612 u0001167 u0001349 u0001180 u0000095 u0001160 u0000973,u0002063
MGMT0064,Course MGMT0064,Autumn,Undergraduate,On Campus,u0000990 u0001810 u0001645 u0001552 u0000582 u0001503 u0001000 u0001650 u0001106 u0001617 u0001520 u0001717 u0000923 u0001723 u0001878 u0001065 u0001018 u0000098 u0001608 u0000112 u0001277 u0001233 u0001469 u0000862 u0000426 u0000696 u0001928 u0001401 u0001396 u0001636 u0000593 u0001038 u0000372 u0000277 u0000503 u0001113 u0001815 u0000790 u0000937 u0001324 u0001580 u0001618 u0001575 u0001208 u0000874 u0000919 u0001680 u0001004 u0001271 u0001491 u0000611 u0000196 u0000095 u0000783 u0000968 u0001991 u0000952 u0001062 u0001101 u0000809 u0000722 u0000477 u0001455 u0000070 u0000998 u0000794 u0000035 u0001865 u0001102 u0000425 u0000764 u0000581 u0001318 u0000749 u0001751 u0000265 u0001980 u0000163 u0001020 u0000080 u0001836 u0001350 u0000293 u0000082 u0001105,u0002064
CHEM0065,Course CHEM0065,Winter,Undergraduate,Online,u0000974 u0001800 u0000013 u0000617 u0001927 u0000993 u0000656 u0001811 u0000851 u0000883 u0000938 u0000805 u0001602 u0001008 u0000467 u0000267 u0001370 u0000017 u0000092 u0001498 u0001702 u0000692 u0001733 u0001789 u0001803 u0000725 u0001537 u0000319 u0001202 u0000309 u0000416 u0000671 u0001663 u0000717 u0000297 u0001719 u0000686 u0001274 u0001417 u0001630 u0000643 u0001428 u0000807 u0000038 u0000406 u0000366 u0001496 u0001013 u0001474 u0001382 u0001616 u0000122 u0001709 u0001715 u0000388 u0001316 u0001944 u0000585 u0000314 u0000702 u0000762 u0000902 u0001055 u0000867 u0001886 u0001512 u0001687 u0001511 u0001311 u0000033 u0001591 u0001197 u0001089 u0000780 u0001252 u0000321 u0001953 u0000482 u0000400 u0000360 u0000204 u0001180 u0001714 u0000770 u0000959 u0000986 u0001933 u0000472 u0001210 u0000729,u0002065
MGMT0066,Course MGMT0066,Winter,Postgraduate,Online,u0000757 u0001966 u0001455 u0001351 u0000745 u0000814 u0001042 u0001381 u0000613 u0001152 u0001545 u0001895 u0001638 u0001575 u0001050 u0001366 u0000558 u0000601 u0001234 u0000694 u0000210 u0001241 u0000992 u0000402 u0001303 u0001390 u0001705 u0000223 u0000218 u0001972 u0000944 u0001275 u0001443 u0001708 u0000528 u0001765 u0001905 u0001823 u0001951 u0001756 u0001251 u0000213 u0001196 u0001307 u0001881,u0002066
BUSN0067,Course BUSN0067,Summer,Postgraduate,Blended,u0001697 u0001743 u0001736 u0000242 u0000632 u0000864 u0000165 u0000723 u0000084 u0001618 u0001497 u0001272 u0000019 u0000512 u0001463 u0000584 u0000525 u0000134 u0001927 u0000798 u0001559 u0001171 u0000236 u0001240 u0000652 u0001730 u0000965 u0001940 u0001080 u0000781 u0000568 u0001765 u0001673 u0001122 u0000748 u0001919 u0001362 u0001324 u0001274,u0002067
HIST0068,Course HIST0068,Spring,Undergraduate,On Campus,u0000846 u0000987 u0000299 u0001295 u0000188 u0000816 u0000796 u0001402 u0000993 u0000150 u0001357 u0001710 u0000010 u0001284 u0000494 u0000223 u0000965 u0001331 u0001139 u0000380 u0000046 u0000256 u0000015 u0001769 u0000175 u0000947 u0001230 u0000930 u0000221 u0001025 u0001396 u0001257 u0000431 u0001576 u0001264 u0000390 u0000912 u0001368 u0000857 u0001921 u0000792 u0001198 u0000428 u0001719 u0000988 u0001313 u0001609 u0001153 u0000807 u0001439 u0001496 u0000829 u0001850 u0000835 u0000966 u0000645 u0001644 u0000085 u0000497 u0001657 u0000232 u0000012 u0001075 u0000161 u0000394 u0000551 u0001673 u0000533 u0000892 u0001941 u0001141 u0001598 u0001511 u0001432 u0000838 u0000379 u0000722 u0000468 u0000097 u0000283 u0000922 u0000997 u0000153 u0001152 u0001635 u0000475 u0000521 u0001252 u0001390 u0000323 u0001854 u0001620 u0000664 u0001923,u0002068
HIST0069,Course HIST0069,Winter,Postgraduate,Blended,u0001209 u0001056 u0001096 u0001791 u0001153 u0001343 u0001441 u0000746 u0001661 u0001031 u0000893 u0001903 u0000008 u0000374 u0000066 u0001986 u0000005 u0001470 u0001512 u0001466 u0000347 u0001429 u0001212,u0002069
LAWS0070,Course LAWS0070,Spring,Undergraduate,On Campus,u0001173 u0001033 u0001225 u0001176 u0000105 u0001496 u0000985 u0000842 u0000603 u0001061 u0000003 u0000183 u0000733 u0000522 u0001110 u0000716 u0001199 u0000382 u0001788 u0000357 u0001848 u0001904 u0001614 u0000781 u0001765 u0000680 u0000948 u0000602,u0002070
LAWS0071,Course LAWS0071,Semester 1,Postgraduate,Blended,u0001669 u0001586 u0000760 u0001716 u0000359 u0001428 u0001409 u0001433 u0000167 u0001952 u0001999 u0001007 u0001041 u0000947 u0001184 u0000787 u0001431 u0001133 u0001587 u0000895 u0000795 u0001032 u0000746 u0000325 u0001105 u0000135 u0000569 u0001138 u0000285 u0000517 u0000983 u0001903 u0000607 u0000042 u0000570 u0001328 u0000520 u0001120 u0000993 u0001740 u0000410 u0001975 u0001241 u0000369 u0001576 u0001264 u0001670 u0000547 u0000729 u0000100 u0000226 u0000800 u0001830 u0001590 u0000258 u0001150 u0000023 u0001191 u0000360 u0000314 u0000319 u0000717 u0000419 u0000071 u0000385 u0001824 u0000129 u0000298 u0000773 u0001242 u0001790 u0001093 u0000056 u0001777 u0001081 u0001421,u0002071
ENGN0072,Course ENGN0072,Semester 1,Postgraduate,Online,u0000718 u0001930 u0001515 u0000582 u0000909 u0001895 u0000224 u0001693 u0001692 u0001670 u0001034 u0001179 u0000058 u0000223 u0001963 u0000883 u0001139 u0000220 u0001317 u0000739 u0000897 u0000973 u0001482 u0001032 u0001207 u0001344 u0000197 u0001170 u0001492 u0001576 u0001082 u0001962 u0001142 u0001066 u0000857 u0000001 u0000988 u0000478 u0001389 u0001296 u0000797 u0000560 u0000835 u0001400 u0001334 u0000186 u0001375 u0001566 u0000253 u0000005 u0000383 u0001285 u0000737 u0000707 u0000778 u0000788 u0001135 u0001700 u0001505 u0001682 u0001311 u0000068 u0001397 u0000430 u0001903 u0001087 u0000855 u0000156 u0000100 u0001318 u0001392 u0000323 u0001378 u0001838 u0001678 u0001933 u0000268 comp2100,comp6442
HIST0073,Course HIST0073,Winter,Postgraduate,Blended,u0001156 u0001629 u0001626 u0001784 u0000225 u0001870 u0000995 u0001383 u0000775 u0000774 u0000546 u0000341 u0001551 u0000074 u0000216 u0000779 u0001541 u0001327 u0001264 u0000652 u0000390 u0000265 u0000387 u0000389 u0000037 u0001691 u0000735 u0001856 u0001058 u0001288 u0001924 u0000762 u0000309 u0001091 u0000867 u0000509 u0001071 u0001556 u0001956 u0001596 u0001570 u0001598 u0001399 u0001955 u0001790 u0000591 u0001487 u0000640 u0001210 u0000295,u0002073
